	SNP	Chromosome	Position	trait1
94	ENSG00000149311	11	108093210	0.327984499137098
95	ENSG00000149948	12	66217910	9.98524310782544e-06
96	ENSG00000151348	11	44117098	1.27274615080624e-05
97	ENSG00000157404	4	55524084	0.292458506024051
98	ENSG00000157764	7	140434278	0.370692091406502
99	ENSG00000158711	1	205577070	0.689032551548585
100	ENSG00000159216	21	36259342	0.937314337122539
101	ENSG00000162924	2	61108655	0.164224383229347
102	ENSG00000163497	2	219845808	0.028543406240648
103	ENSG00000165025	9	93564068	0.00679971419652639
104	ENSG00000165392	8	30891316	0.680329359786651
105	ENSG00000165556	13	28536273	0.00082267796648064
106	ENSG00000165699	9	135766734	0.0731890261181675
107	ENSG00000165731	10	43572474	0.0329982013161193
108	ENSG00000168036	3	41280623	0.864002224103111
109	ENSG00000168769	4	106067449	0.00681781320108528
110	ENSG00000171791	18	60790578	0.000494609842777879
111	ENSG00000171862	10	89622869	0.118772353587742
112	ENSG00000174775	11	532241	0.869411126309675
113	ENSG00000175197	12	57910370	0.00185031706580713
114	ENSG00000175832	17	41605211	0.0089830344151391
115	ENSG00000177606	1	59246464	0.117353886506799
116	ENSG00000178573	16	79619739	0.767358551881148
117	ENSG00000178691	17	30264036	0.415324429551351
118	ENSG00000179295	12	112856154	0.0629233815515168
119	ENSG00000181163	5	170814119	0.00444568830063917
120	ENSG00000181690	8	57073462	0.096075985986962
121	ENSG00000182197	8	118806728	0.000619919368870902
122	ENSG00000182866	1	32716839	0.0105403491056598
123	ENSG00000182944	22	29663997	0.380289547166098
124	ENSG00000183765	22	29083730	0.863334625461919
125	ENSG00000184384	11	95709761	0.553739813696098
126	ENSG00000184937	11	32409320	0.000140497249530547
127	ENSG00000185338	16	11348261	0.122565223739674
128	ENSG00000186575	22	29999544	0.0788402346258398
129	ENSG00000186716	22	23521890	0.00266606991464399
130	ENSG00000187098	3	69788585	0.199968838384408
131	ENSG00000196712	17	29421944	0.990991724567531
132	ENSG00000196914	11	120207786	0.281210879944535
133	ENSG00000197299	15	91260557	0.0239779655011477
134	ENSG00000198286	7	2945774	0.907715774549741
135	ENSG00000198400	1	156785431	0.663236041874202
136	ENSG00000198625	1	204485510	0.689653632735133
137	ENSG00000204103	20	39314487	0.706812564290795
138	ENSG00000204370	11	111957496	0.245653086400963
139	ENSG00000213066	6	167412669	0.121081738077486
140	ENSG00000213281	1	115247089	0.0934854795577571
141	ENSG00000245848	19	33790839	0.0183273561303853
